REEF,HABITAT,SECTOR,SCORE
09-357,C,North,4
09-357,C,North,4
09-357,F,North,4
09-357,F,North,4
09-357,U,North,4
09-366,C,North,3
09-366,L,North,3
09-368,C,North,3
09-368,C,North,3
09-368,L,North,3
09-358a,C,North,4
09-358a,C,North,4
09-358a,U,North,4
09-355,C,North,4
09-355,C,North,4
09-355,C,North,4
09-355,C,North,4
09-355,L,North,4
09-424,C,North,1
09-424,C,North,1
09-424,C,North,2
09-424,L,North,1
09-424,L,North,2
09-424,U,North,0
09-423,C,North,1
09-423,C,North,2
09-423,F,North,1
09-423,L,North,2
09-419a,C,North,4
09-419a,C,North,4
09-419a,C,North,3
09-419a,U,North,4
09-410,C,North,3
09-410,C,North,2
09-394,C,North,4
09-394,C,North,4
09-394,C,North,4
09-394,L,North,4
09-409,C,North,1
09-409,C,North,2
09-378,C,North,4
09-378,C,North,4
09-378,C,North,4
09-378,C,North,4
09-408,C,North,2
09-408,C,North,2
09-372,C,North,4
09-372,C,North,4
09-407,C,North,2
09-376,C,North,3
09-376,C,North,4
09-376,F,North,3
09-376,C,North,4
09-376,C,North,4
09-376,F,North,4
09-376,U,North,4
09-406,C,North,2
09-406,U,North,1
09-411,C,North,2
09-411,C,North,1
09-411,U,North,1
10-598a,C,North,2
10-598a,C,North,2
10-598a,F,North,1
10-598a,U,North,2
10-566a,C,North,2
10-566a,C,North,2
10-567,C,North,2
10-567,C,North,3
10-449,C,North,4
10-449,C,North,4
10-449,F,North,2
10-449,U,North,4
10-449,U,North,4
10-547b,C,North,4
10-547b,C,North,4
10-547b,L,North,4
10-547b,U,North,4
10-456a,C,North,4
10-456a,C,North,4
10-456a,C,North,4
10-456a,F,North,2
10-619,C,North,3
10-619,C,North,1
10-450,C,North,4
10-450,C,North,4
10-450,U,North,4
10-541,C,North,4
10-541,C,North,4
10-541,F,North,4
10-541,U,North,4
10-441,C,North,4
10-441,C,North,3
10-441,C,North,4
10-441,C,North,4
10-624,C,North,0
10-624,C,North,2
10-624,L,North,0
10-572,C,North,2
10-572,C,North,3
10-572,F,North,2
10-572,L,North,2
10-377,C,North,4
10-377,C,North,3
10-377,L,North,3
10-565,C,North,4
10-565,C,North,4
10-565,F,North,4
10-565,L,North,4
10-562,C,North,4
10-562,C,North,3
10-583,C,North,3
10-583,C,North,4
10-583,C,North,4
10-583,C,North,4
10-583,F,North,4
10-458b,C,North,4
10-458b,F,North,4
10-576,C,North,4
10-576,C,North,4
10-576,C,North,4
10-576,C,North,4
10-576,U,North,4
10-458,C,North,4
10-458,F,North,4
10-585,C,North,4
10-585,C,North,4
10-585,C,North,4
10-585,F,North,4
10-585,L,North,4
10-283b,C,North,4
10-283b,F,North,4
10-283b,U,North,4
10-582a,C,North,4
10-582a,C,North,4
10-582a,C,North,4
10-582a,U,North,4
10-575,C,North,4
10-575,C,North,4
10-575,C,North,4
10-575,C,North,4
10-575,C,North,4
10-575,F,North,4
10-302,C,North,4
10-302,C,North,4
10-302,U,North,4
10-503,F,North,1
10-503,F,North,2
10-503,L,North,1
09-380,C,North,2
09-380,C,North,2
09-380,F,North,2
10-303d,C,North,4
10-303d,C,North,4
09-304,C,North,4
09-304,C,North,4
09-304,F,North,4
09-304,U,North,4
09-304,U,North,4
10-347a,C,North,3
10-347a,C,North,4
10-347a,C,North,4
10-347a,F,North,4
10-347a,U,North,4
10-303,C,North,4
10-305,C,North,4
10-305,C,North,4
10-305,C,North,4
10-305,C,North,4
10-305,C,North,4
10-305,C,North,4
10-305,F,North,4
10-305,U,North,4
10-305,U,North,4
10-514,C,North,3
10-514,C,North,3
10-514,F,North,3
10-514,L,North,0
09-306,C,North,4
09-306,U,North,4
10-325,C,North,4
10-325,C,North,4
10-325,C,North,4
10-325,F,North,4
10-326,C,North,4
10-326,C,North,4
10-326,F,North,4
10-326,U,North,4
10-381,C,North,3
10-381,F,North,2
10-381,F,North,2
10-387,C,North,4
10-387,U,North,4
10-350,C,North,4
10-350,C,North,4
10-350,C,North,4
10-350,F,North,4
10-349,C,North,4
10-349,C,North,4
10-349,C,North,4
10-349,F,North,4
10-349,L,North,4
10-327,C,North,4
10-518c,C,North,4
10-518c,C,North,4
10-384,F,North,3
10-323,C,North,4
10-323,C,North,4
10-323,C,North,4
10-521a,C,North,4
10-521a,C,North,4
10-521a,F,North,4
10-318a,C,North,4
10-386,C,North,3
10-386,F,North,1
10-386,L,North,1
10-320,C,North,4
10-351,C,North,4
10-351,C,North,4
10-351,C,North,4
10-351,C,North,4
10-351,C,North,4
10-351,F,North,4
10-351,F,North,4
10-351,U,North,4
10-352,C,North,4
10-352,C,North,4
10-352,C,North,4
10-352,F,North,2
10-390,C,North,1
10-390,F,North,1
10-318c,C,North,4
10-318c,C,North,4
10-353,C,North,4
10-353,C,North,3
10-353,C,North,4
10-353,F,North,3
10-353,U,North,4
10-353,U,North,4
10-391,C,North,3
10-391,F,North,1
10-391,F,North,2
10-355,C,North,4
10-355,C,North,4
10-299,C,North,4
10-299,C,North,4
10-299,C,North,4
10-299,U,North,4
10-399,C,North,2
10-399,C,North,3
10-338,C,North,4
10-338,C,North,4
10-338,C,North,4
10-338,U,North,4
10-402,C,North,3
10-402,C,North,4
10-402,F,North,3
10-402,F,North,3
10-402,F,North,4
10-337,C,North,4
10-337,C,North,4
10-337,C,North,4
10-337,L,North,4
10-337,U,North,4
10-800,C,North,4
10-800,C,North,4
10-800,F,North,4
10-336,C,North,4
10-336,C,North,4
10-336,F,North,4
10-336,F,North,4
10-336,L,North,4
10-335,C,North,4
10-335,C,North,4
10-335,C,North,4
10-335,C,North,4
10-335,F,North,4
10-335,L,North,4
10-335,U,North,4
10-406,C,North,3
10-406,C,North,4
10-406,F,North,3
10-406,F,North,3
10-406,F,North,4
10-412,C,North,3
10-412,C,North,4
10-412,C,North,0
10-412,F,North,1
10-412,F,North,1
10-412,F,North,3
10-412,L,North,0
10-341,C,North,4
10-341,C,North,4
10-341,F,North,4
10-341,U,North,4
10-414,C,North,4
10-414,F,North,1
10-414,F,North,3
10-414,L,North,0
10-426,C,North,0
10-426,C,North,1
10-426,L,North,1
10-416b,C,North,4
10-416b,F,North,1
10-416b,F,North,4
10-418a,C,North,1
10-418a,C,North,4
10-418a,C,North,4
10-418a,F,North,1
10-418a,F,North,2
11-001,C,North,4
11-001,C,North,4
11-001,C,North,4
11-001,U,North,4
11-001,U,North,4
10-419a,C,North,2
10-419a,C,North,3
10-419a,L,North,3
10-420,C,North,2
11-113,C,North,0
11-113,F,North,0
11-113,L,North,0
11-114,C,North,1
11-114,L,North,1
11-115,C,North,4
11-115,F,North,2
11-115,F,North,3
11-115,L,North,1
11-116,C,North,3
11-116,F,North,4
11-116,F,North,3
11-025,C,North,4
11-025,U,North,4
11-025,U,North,4
11-117,C,North,2
11-117,C,North,2
11-117,C,North,4
11-117,C,North,2
11-117,C,North,3
11-026,C,North,4
11-026,C,North,4
11-026,U,North,4
11-118a,C,North,1
11-118a,C,North,1
11-118a,L,North,1
11-119,C,North,4
11-119,C,North,4
11-119,C,North,4
11-119,F,North,2
11-119,F,North,2
11-119,L,North,1
11-035,C,North,4
11-035,C,North,4
11-035,C,North,4
11-035,F,North,4
11-120,C,North,2
11-120,C,North,4
11-120,C,North,4
11-120,F,North,2
11-120,L,North,3
11-123,C,North,2
11-123,C,North,2
11-038,C,North,4
11-038,C,North,4
11-038,C,North,4
11-038,F,North,4
11-125,C,North,1
11-125,C,North,3
11-125,C,North,3
11-125,C,North,4
11-125,C,North,4
11-125,C,North,4
11-125,C,North,4
11-125,C,North,4
11-125,F,North,2
11-125,F,North,1
11-125,F,North,4
11-125,F,North,4
11-125,L,North,1
11-125,U,North,4
11-125,U,North,4
11-127b,C,North,1
11-127b,L,North,1
11-129,C,North,1
11-129,C,North,2
11-129,L,North,1
11-128,C,North,0
11-128,L,North,1
11-073,C,North,3
11-073,L,North,2
11-072,C,North,2
11-072,F,North,4
11-074,C,North,3
11-074,F,North,4
11-074,F,North,3
11-075,C,North,1
11-075,C,North,2
11-075,F,North,2
11-075,L,North,3
11-076,C,North,2
11-076,F,North,1
11-077,C,North,1
11-077,C,North,1
11-077,F,North,2
11-077,F,North,2
11-077,U,North,3
11-081,C,North,1
11-081,C,North,2
11-081,F,North,2
11-081,L,North,1
11-082,C,North,2
11-082,C,North,2
11-082,F,North,2
11-082,L,North,1
11-087b,C,North,3
11-087b,F,North,1
11-053,C,North,4
11-053,C,North,4
11-053,C,North,4
11-053,C,North,4
11-053,U,North,4
11-052,C,North,4
11-052,C,North,4
11-052,F,North,4
11-052,U,North,4
11-089b,C,North,2
11-089b,C,North,2
11-089b,F,North,3
11-091,C,North,2
11-091,C,North,3
11-091,F,North,2
11-094,C,North,2
11-094,F,North,3
11-055,C,North,4
11-055,C,North,4
11-055,C,North,4
11-055,L,North,4
11-055,U,North,4
11-055,U,North,4
11-102,C,North,1
11-102,C,North,1
11-102,C,North,2
11-102,F,North,1
11-109b,C,North,1
11-109b,C,North,1
11-109b,F,North,1
11-061,C,North,4
11-061,C,North,4
11-061,C,North,4
11-110,C,North,0
11-110,C,North,0
11-109a,C,North,0
11-109a,C,North,0
11-109a,F,North,0
11-109a,F,North,1
11-109a,L,North,0
11-062,C,North,4
11-062,C,North,4
11-062,U,North,4
11-197,C,North,0
11-197,C,North,1
11-202,C,North,1
11-202,F,North,1
11-202,U,North,2
11-201,C,North,0
11-201,C,North,0
11-201,F,North,0
11-156,C,North,4
11-156,F,North,4
11-156,L,North,3
11-156,U,North,4
11-156,U,North,4
11-204,C,North,1
11-204,F,North,1
11-208a,C,North,2
11-210a,C,North,1
11-210a,F,North,1
11-134,C,North,4
11-134,C,North,4
11-134,C,North,4
11-134,C,North,4
11-212,C,North,2
11-212,C,North,2
11-161,C,North,4
11-161,C,North,4
11-161,F,North,4
11-136,C,North,4
11-136,C,North,4
11-136,C,North,4
11-136,C,North,4
11-136,C,North,4
11-137,C,North,4
11-137,C,North,4
11-137,C,North,4
11-137,U,North,4
11-138,F,North,4
11-138,L,North,4
11-138,U,North,4
11-139,C,North,4
11-139,C,North,4
11-139,F,North,4
11-139,U,North,4
11-139,U,North,4
11-140,C,North,4
11-140,C,North,4
11-140,C,North,4
11-140,F,North,4
11-222a,F,North,3
11-222a,F,North,3
11-223,C,North,0
11-223,C,North,3
11-223,F,North,3
11-141,C,North,4
11-141,C,North,4
11-141,F,North,4
11-141,L,North,4
11-143,C,North,4
11-143,C,North,4
11-143,F,North,4
11-143,U,North,4
11-142,C,North,4
11-142,C,North,4
11-142,F,North,4
11-142,F,North,4
11-142,U,North,4
11-142,U,North,4
11-244c,C,North,3
11-244c,F,North,1
11-244c,F,North,3
11-244c,L,North,2
11-244c,U,North,1
11-225,C,North,2
11-225,C,North,3
11-225,F,North,3
11-228,C,North,4
11-228,C,North,4
11-228,C,North,3
11-228,C,North,4
11-228,F,North,4
11-147,C,North,4
11-147,F,North,4
11-147,L,North,4
11-173,C,North,4
11-173,C,North,4
11-173,C,North,4
11-173,F,North,4
11-173,F,North,4
11-173,F,North,4
11-173,U,North,4
11-229a,C,North,2
11-229a,C,North,3
11-229a,C,North,3
11-229a,C,North,4
11-229a,F,North,2
11-150,C,North,4
11-150,F,North,4
11-229b,C,North,3
11-229b,F,North,3
11-231,L,North,1
11-151,C,North,4
11-151,F,North,4
11-151,U,North,4
11-232,C,North,1
11-232,C,North,1
11-232,F,North,1
11-237a,C,North,2
11-236,C,North,0
11-236,C,North,1
11-236,U,North,2
11-184c,C,North,4
11-184c,U,North,4
11-238,C,North,1
11-238,C,North,4
11-238,C,North,2
11-238,C,North,3
11-238,F,North,4
11-181,C,North,4
11-181,C,North,4
11-184a,C,North,4
11-184a,C,North,4
11-184a,F,North,4
11-184b,C,North,4
11-239,C,North,2
11-239,C,North,3
11-239,C,North,3
11-239,F,North,3
11-239,F,North,4
11-190a,C,North,4
11-190a,F,North,4
11-190a,U,North,4
11-188,C,North,4
11-188,C,North,4
11-187,C,North,4
11-189,C,North,4
11-189,C,North,4
11-189,U,North,4
11-189,U,North,4
11-190b,C,North,4
11-190b,F,North,4
11-241,C,North,3
11-241,C,North,1
11-241,C,North,1
11-241,F,North,3
11-241,F,North,4
11-241,F,North,4
11-191,C,North,4
11-191,C,North,4
11-191,C,North,4
11-194,C,North,4
11-194,C,North,4
11-194,C,North,4
12-031,C,North,3
12-031,C,North,4
12-031,C,North,4
12-031,C,North,1
12-031,F,North,4
12-032,C,North,3
12-032,C,North,3
12-032,F,North,4
12-001,C,North,4
12-001,C,North,4
12-001,L,North,3
12-001,U,North,4
12-001,U,North,4
12-033,C,North,1
12-033,C,North,1
12-033,L,North,0
12-034,C,North,0
12-034,C,North,1
12-034,C,North,0
12-034,C,North,1
12-034,C,North,2
12-034,L,North,1
12-036,C,North,0
12-036,C,North,1
12-036,C,North,1
12-036,F,North,1
12-036,L,North,1
12-035,C,North,2
12-035,L,North,2
12-035,U,North,2
12-039,C,North,2
12-039,C,North,1
12-039,F,North,1
12-038a,C,North,2
12-038a,C,North,3
12-038a,L,North,3
12-038c,C,North,1
12-038c,F,North,1
12-038c,U,North,3
12-037,C,North,3
12-037,C,North,4
12-037,C,North,4
12-037,C,North,3
12-037,C,North,2
12-037,F,North,4
12-037,F,North,1
12-040,C,North,1
12-040,C,North,2
12-040,C,North,2
12-040,F,North,1
12-040,F,North,3
12-042,C,North,2
12-004,C,North,4
12-004,C,North,3
12-004,C,North,4
12-004,U,North,4
12-003a,C,North,4
12-003a,F,North,4
12-003a,U,North,4
12-043a,C,North,2
12-043a,C,North,3
12-043a,C,North,3
12-043a,L,North,2
12-043a,L,North,3
12-006,C,North,4
12-006,C,North,4
12-006,C,North,4
12-007,C,North,4
12-007,C,North,4
12-007,C,North,4
12-007,F,North,4
12-043b,C,North,2
12-043b,C,North,3
12-043b,F,North,2
12-043b,F,North,2
12-043b,F,North,3
12-043b,L,North,2
12-046,C,North,3
12-046,C,North,2
12-046,L,North,2
12-048,C,North,2
12-048,C,North,3
12-048,L,North,2
12-051,C,North,2
12-051,C,North,2
12-051,C,North,3
12-051,L,North,2
12-053,C,North,2
12-053,C,North,3
12-053,F,North,3
12-010,C,North,4
12-010,C,North,4
12-010,C,North,4
12-010,U,North,4
12-010,U,North,4
12-010,U,North,4
12-011,C,North,4
12-011,C,North,4
12-011,F,North,4
12-011,U,North,4
12-013,C,North,4
12-013,C,North,4
12-013,C,North,4
12-013,U,North,4
12-012,C,North,4
12-012,C,North,4
12-012,U,North,4
12-014,C,North,4
12-014,C,North,4
12-014,C,North,4
12-014,F,North,4
12-014,U,North,4
12-014,U,North,4
12-056,C,North,1
12-056,C,North,4
12-056,C,North,4
12-056,C,North,4
12-056,C,North,4
12-056,C,North,4
12-056,C,North,2
12-056,F,North,3
12-056,F,North,2
12-056,F,North,4
12-056,F,North,4
12-056,L,North,2
12-016b,C,North,4
12-016b,C,North,4
12-016b,F,North,4
12-018,C,North,4
12-018,C,North,4
12-018,C,North,4
12-018,F,North,4
12-016a,F,North,4
12-016a,U,North,4
12-058,C,North,2
12-058,C,North,4
12-058,C,North,4
12-058,F,North,3
12-058,L,North,2
12-022,C,North,4
12-022,C,North,4
12-022,C,North,4
12-022,C,North,4
12-022,C,North,4
12-022,U,North,4
12-059,C,North,3
12-059,C,North,4
12-059,C,North,3
12-059,L,North,1
12-059,L,North,3
12-061,F,North,2
12-068,C,North,3
12-068,C,North,3
12-068,C,North,3
12-068,C,North,4
12-068,F,North,3
12-068,L,North,3
12-069,C,North,2
12-069,C,North,2
12-069,F,North,3
12-069,F,North,3
12-069,L,North,2
12-027a,C,North,4
12-027a,C,North,4
12-027a,C,North,4
12-027a,F,North,4
12-027a,F,North,4
12-027a,L,North,4
12-027a,L,North,4
12-027a,U,North,4
12-070,C,North,2
12-070,C,North,2
12-071,C,North,3
12-071,F,North,2
12-071,F,North,1
12-071,L,North,1
12-094,C,North,2
12-094,C,North,2
12-094,C,North,4
12-094,C,North,1
12-094,C,North,2
12-094,F,North,3
12-094,F,North,3
12-094,F,North,2
12-094,F,North,3
12-094,F,North,3
12-075,C,North,4
12-075,F,North,4
12-096,C,North,4
12-102,C,North,4
12-102,C,North,4
12-102,C,North,4
12-102,L,North,4
12-098,C,North,3
12-098,F,North,3
12-098,U,North,2
12-076,C,North,4
12-076,C,North,4
12-076,C,North,4
12-076,C,North,4
12-076,C,North,4
12-076,C,North,4
12-076,U,North,4
12-101,C,North,2
12-101,C,North,3
12-101,C,North,3
12-101,C,North,4
12-101,F,North,3
12-101,F,North,2
12-101,L,North,1
12-077,C,North,4
12-077,U,North,4
12-100,C,North,4
12-100,F,North,4
12-078,C,North,4
12-078,C,North,4
12-105,C,North,4
12-105,C,North,4
12-105,C,North,4
12-105,C,North,4
12-105,F,North,4
12-104,C,North,4
12-104,C,North,4
12-104,F,North,4
12-104,L,North,1
12-107,C,North,3
12-107,C,North,4
12-107,C,North,4
12-107,F,North,3
12-107,F,North,4
12-107,L,North,2
12-112,C,North,4
12-112,C,North,4
12-112,C,North,4
12-110,C,North,3
12-110,C,North,4
12-111,C,North,3
12-111,C,North,4
12-111,C,North,4
12-114,C,North,4
12-114,F,North,3
12-114,L,North,3
12-115,C,North,4
12-115,C,North,4
12-115,C,North,4
12-115,L,North,4
12-116,C,North,1
12-116,C,North,4
12-116,C,North,3
12-116,C,North,4
12-116,L,North,2
12-116,L,North,3
12-119,C,North,4
12-119,C,North,4
12-118,C,North,2
12-118,C,North,3
12-118,C,North,3
12-118,C,North,4
12-118,C,North,4
12-118,C,North,4
12-118,F,North,3
12-118,F,North,3
12-118,L,North,2
12-118,L,North,2
12-118,L,North,3
12-118,L,North,2
12-118,L,North,3
12-118,L,North,3
12-129,C,North,4
12-129,C,North,4
12-129,C,North,4
12-127,C,North,2
12-127,C,North,3
12-127,C,North,4
12-127,C,North,4
12-127,C,North,4
12-127,C,North,4
12-127,F,North,4
12-127,L,North,4
12-127,L,North,2
12-127,L,North,2
12-127,L,North,2
12-127,L,North,3
12-127,U,North,4
12-131,C,North,4
12-131,F,North,4
12-134,C,North,3
12-134,C,North,4
12-134,C,North,3
12-134,C,North,4
12-134,F,North,3
12-134,F,North,3
12-134,F,North,4
12-134,L,North,3
12-134,L,North,3
12-134,L,North,2
12-137,C,North,3
12-137,C,North,4
12-137,C,North,3
12-137,C,North,4
12-137,C,North,3
12-137,C,North,3
12-137,L,North,3
12-145,C,North,4
12-145,C,North,4
12-145,C,North,4
12-145,U,North,4
12-143,C,North,2
12-143,C,North,3
12-143,C,North,3
12-143,C,North,2
12-143,C,North,3
12-143,C,North,3
12-143,L,North,3
12-143,L,North,2
12-143,L,North,3
13-002,C,North,3
13-002,C,North,2
13-002,C,North,3
13-007,C,North,4
13-007,F,North,4
13-005,C,North,2
13-005,C,North,3
13-005,C,North,3
13-005,C,North,2
13-005,L,North,3
13-006,C,North,4
13-006,C,North,3
13-006,L,North,4
13-006,L,North,4
13-012,C,North,4
13-012,C,North,4
13-012,C,North,4
13-014,L,North,4
13-014,L,North,4
13-019,C,North,4
13-019,C,North,4
13-019,C,North,4
13-019,C,North,4
13-019,F,North,4
13-019,F,North,4
13-022,C,North,4
13-022,C,North,4
13-022,L,North,4
13-028,C,North,4
13-028,C,North,4
13-028,C,North,4
13-028,C,North,4
13-028,C,North,4
13-028,C,North,4
13-028,C,North,4
13-028,L,North,2
13-028,L,North,3
13-028,L,North,3
13-028,L,North,3
13-028,L,North,2
13-028,L,North,2
13-028,L,North,3
13-028,L,North,3
13-029,C,North,4
13-029,F,North,4
13-031,C,North,4
13-031,C,North,4
13-031,C,North,4
13-032,L,North,4
13-034,C,North,4
13-034,C,North,4
13-040,C,North,3
13-040,C,North,4
13-040,C,North,4
13-040,C,North,4
13-040,L,North,2
13-040,L,North,4
13-045,C,North,4
13-045,C,North,4
13-045,C,North,4
13-041,C,North,4
13-041,C,North,4
13-041,L,North,3
13-050a,C,North,3
13-050a,C,North,3
13-050a,C,North,3
13-050a,F,North,4
13-050a,F,North,3
13-050a,L,North,1
13-050a,L,North,2
13-055,F,North,4
13-055,L,North,4
13-056,C,North,4
13-056,C,North,4
13-056,C,North,4
13-056,C,North,4
13-056,L,North,4
13-061a,C,North,3
13-061a,C,North,3
13-061a,C,North,3
13-061a,L,North,2
13-061a,L,North,2
13-060,C,North,3
13-060,F,North,4
13-060,F,North,4
13-063,C,North,4
13-063,F,North,3
13-063,L,North,3
13-061b,C,North,2
13-061b,C,North,4
13-069,C,North,4
13-074,C,North,3
13-074,C,North,3
13-074,C,North,3
13-074,C,North,4
13-074,C,North,4
13-074,L,North,4
13-072,C,North,4
13-072,C,North,4
13-072,C,North,4
13-072,C,North,4
13-076,C,North,3
13-076,C,North,3
13-076,L,North,4
13-116,C,North,3
13-116,C,North,3
13-116,C,North,4
13-116,C,North,4
13-116,C,North,3
13-116,C,North,4
13-116,L,North,3
13-116,L,North,3
13-116,L,North,2
13-116,L,North,3
13-075,C,North,4
13-077,C,North,3
13-077,L,North,3
13-077,L,North,3
13-117b,C,North,4
13-117b,C,North,4
13-117b,L,North,3
13-117b,L,North,4
13-079c,C,North,2
13-079c,C,North,2
13-079c,L,North,2
13-118a,C,North,3
13-118a,C,North,4
13-118a,C,North,4
13-118a,L,North,2
13-118a,L,North,3
13-078,C,North,3
13-078,L,North,3
13-081,C,North,4
13-081,C,North,4
13-081,C,North,4
13-081,C,North,4
13-083,C,North,4
13-083,C,North,4
13-083,C,North,4
13-083,U,North,4
13-119,C,North,4
13-119,C,North,4
13-119,C,North,4
13-120,C,North,4
13-120,C,North,4
13-120,C,North,3
13-120,C,North,4
13-120,F,North,4
13-120,L,North,4
13-120,L,North,4
13-088,C,North,3
13-088,C,North,3
13-088,L,North,3
13-087,C,North,3
13-087,C,North,3
13-093b,C,North,2
13-093b,C,North,2
13-093c,L,North,2
13-093c,L,North,3
13-091,C,North,4
13-091,C,North,3
13-091,C,North,3
13-121,C,North,3
13-121,C,North,4
13-121,C,North,4
13-121,L,North,3
13-121,L,North,2
13-122,C,North,3
13-122,C,North,3
13-122,C,North,3
13-097,C,North,4
13-097,C,North,4
13-097,C,North,4
13-097,U,North,4
13-097,U,North,4
13-097,U,North,4
13-125,C,North,4
13-125,C,North,4
13-125,C,North,4
13-125,C,North,4
13-125,C,North,4
13-125,L,North,3
13-125,L,North,4
13-125,L,North,3
13-125,L,North,3
13-125,L,North,4
13-125,L,North,4
13-108,C,North,3
13-108,C,North,2
13-108,L,North,2
13-108,L,North,2
13-108,L,North,3
13-127,C,North,4
13-127,C,North,4
13-127,C,North,4
13-127,L,North,4
13-111,C,North,4
13-111,C,North,4
13-111,F,North,4
13-111,U,North,4
13-129,C,North,4
13-129,C,North,4
13-129,C,North,4
13-129,C,North,4
13-129,L,North,4
13-131,C,North,3
13-131,C,North,4
13-131,C,North,2
13-130,C,North,2
13-130,C,North,4
13-130,C,North,2
13-130,L,North,2
14-016,C,North,4
14-016,C,North,4
14-016,U,North,4
13-133,C,North,3
13-133,C,North,3
13-133,C,North,4
13-133,C,North,2
13-133,L,North,4
14-003,C,North,2
14-003,U,North,4
14-006,C,North,4
14-006,C,North,4
14-034,C,North,2
14-034,C,North,3
14-034,C,North,4
14-034,C,North,4
14-034,C,North,3
14-034,C,North,3
14-034,F,North,4
14-034,F,North,4
14-034,L,North,4
14-034,L,North,4
14-034,L,North,4
14-034,L,North,4
14-034,L,North,4
14-017,C,North,4
14-017,C,North,4
14-017,C,North,3
14-017,L,North,4
14-008,C,North,4
14-008,C,North,4
14-008,C,North,4
14-008,C,North,4
14-038,C,North,4
14-038,C,North,4
14-022,C,North,4
14-022,C,North,4
14-022,C,North,4
14-022,C,North,3
14-022,C,North,4
14-026a,C,North,4
14-026a,C,North,4
14-026a,C,North,4
14-026b,C,North,4
14-039,C,North,3
14-039,C,North,3
14-039,C,North,2
14-039,C,North,3
14-042a,C,North,4
14-028,L,North,4
14-045,C,North,4
14-045,C,North,3
14-045,C,North,4
14-029,C,North,4
14-029,C,North,4
14-029,F,North,4
14-047,C,North,3
14-047,C,North,4
14-047,C,North,3
14-047,F,North,4
14-047,L,North,3
14-012,C,North,4
14-032,C,North,4
14-013,C,North,4
14-049,C,North,4
14-049,F,North,4
14-073,C,North,3
14-073,C,North,4
14-073,L,North,4
14-051,C,North,3
14-051,C,North,3
14-051,L,North,3
14-051,L,North,3
14-051,L,North,3
14-033a,C,North,4
14-033a,F,North,4
14-074,C,North,3
14-074,C,North,3
14-074,C,North,4
14-074,C,North,3
14-074,F,North,4
14-074,F,North,3
14-074,L,North,4
14-074,L,North,3
14-075,C,North,4
14-075,C,North,4
14-075,C,North,4
14-075,C,North,3
14-075,F,North,4
14-075,L,North,3
14-052,C,North,4
14-053,C,North,3
14-053,C,North,3
14-053,C,North,3
14-053,C,North,3
14-053,C,North,4
14-077a,C,North,4
14-077a,C,North,4
14-077a,C,North,4
14-077a,F,North,4
14-077a,F,North,4
14-055,C,North,4
